feature_view,feature_view_label,channel,contrast,n_a,n_b,mean_a,mean_b,delta_mean_a_minus_b,mannwhitney_p_value,mannwhitney_q_value_bh_within_view_contrast
qc_cellular_tissue,QC cellular tissue,Ki67,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.013942389736851322,0.014590544262776534,-0.0006481545259252111,0.15349804320678875,0.17542633509347286
ck_enriched_top50,CK-enriched top 50%,CD68,low_IHC1_any_ISH_vs_zero_all,35,61,0.02420426031165195,0.0278175308757417,-0.0036132705640897524,0.02675128760587804,0.030572900121003475
ck_enriched_top50,CK-enriched top 50%,CD68,low_IHC2_ISH_negative_vs_zero_all,22,61,0.02022986374377229,0.0278175308757417,-0.00758766713196941,0.011648083087622016,0.0339043644796086
ck_enriched_top50,CK-enriched top 50%,CD68,low_all_vs_zero_ISH_negative,57,18,0.02267028268896155,0.027792567159161532,-0.005122284470199981,0.014782769276991951,0.03461721426602359
ck_enriched_top50,CK-enriched top 50%,CD68,low_all_vs_zero_ISH_not_evaluated,57,43,0.02267028268896155,0.027827980803612467,-0.005157698114650916,0.018262630442662593,0.02291263611493466
ck_enriched_top50,CK-enriched top 50%,CD68,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.02420426031165195,0.027827980803612467,-0.003623720491960518,0.07212966724496149,0.08243390542281313
ck_enriched_top50,CK-enriched top 50%,CD68,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.02022986374377229,0.027792567159161532,-0.007562703415389241,0.021604647881615015,0.05761239435097337
ck_enriched_top50,CK-enriched top 50%,PD-L1,low_IHC1_any_ISH_vs_zero_all,35,61,0.05970313326298527,0.06703307619870635,-0.007329942935721083,0.015819948860710614,0.021093265147614153
ck_enriched_top50,CK-enriched top 50%,PD-L1,low_IHC2_ISH_negative_vs_zero_all,22,61,0.05172777729179401,0.06703307619870635,-0.015305298906912346,0.012714136679853225,0.0339043644796086
ck_enriched_top50,CK-enriched top 50%,PD-L1,low_all_vs_zero_ISH_negative,57,18,0.05662492569515706,0.06955773344960943,-0.012932807754452366,0.009694993238306387,0.03461721426602359
ck_enriched_top50,CK-enriched top 50%,PD-L1,low_all_vs_zero_ISH_not_evaluated,57,43,0.05662492569515706,0.06597624293088647,-0.009351317235729406,0.014816392103956324,0.02291263611493466
ck_enriched_top50,CK-enriched top 50%,PD-L1,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.05970313326298527,0.06597624293088647,-0.0062731096679011986,0.04894310464210687,0.06525747285614249
ck_enriched_top50,CK-enriched top 50%,PD-L1,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.05172777729179401,0.06955773344960943,-0.01782995615781542,0.01736878087507875,0.05761239435097337
ck_enriched_top50,CK-enriched top 50%,PD-1,low_IHC1_any_ISH_vs_zero_all,35,61,0.12615583271102304,0.16008304041967408,-0.03392720770865104,0.0042076659637961585,0.008619671177238483
ck_enriched_top50,CK-enriched top 50%,PD-1,low_IHC2_ISH_negative_vs_zero_all,22,61,0.11961221210248985,0.16008304041967408,-0.04047082831718424,0.010982184578648147,0.0339043644796086
ck_enriched_top50,CK-enriched top 50%,PD-1,low_all_vs_zero_ISH_negative,57,18,0.12363022475685233,0.1729523120006473,-0.049322087243794985,0.005352635500418335,0.03461721426602359
ck_enriched_top50,CK-enriched top 50%,PD-1,low_all_vs_zero_ISH_not_evaluated,57,43,0.12363022475685233,0.1546959034788015,-0.031065678721949166,0.005587914135279314,0.0188016169583395
ck_enriched_top50,CK-enriched top 50%,PD-1,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.12615583271102304,0.1546959034788015,-0.028540070767778453,0.013841190076035749,0.027682380152071497
ck_enriched_top50,CK-enriched top 50%,PD-1,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.11961221210248985,0.1729523120006473,-0.05334009989815747,0.011024386335205907,0.05761239435097337
ck_enriched_top50,CK-enriched top 50%,CD11c,low_IHC1_any_ISH_vs_zero_all,35,61,0.009995089716052445,0.011939507278106944,-0.0019444175620544988,0.011249963713570692,0.01799994194171311
ck_enriched_top50,CK-enriched top 50%,CD11c,low_IHC2_ISH_negative_vs_zero_all,22,61,0.009142896928666388,0.011939507278106944,-0.002796610349440556,0.05179305295285163,0.08736364580908966
ck_enriched_top50,CK-enriched top 50%,CD11c,low_all_vs_zero_ISH_negative,57,18,0.00966617320162274,0.012061593521573698,-0.0023954203199509586,0.020018062630438708,0.03461721426602359
ck_enriched_top50,CK-enriched top 50%,CD11c,low_all_vs_zero_ISH_not_evaluated,57,43,0.00966617320162274,0.011888401408748767,-0.002222228207126028,0.020048556600567827,0.02291263611493466
ck_enriched_top50,CK-enriched top 50%,CD11c,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.009995089716052445,0.011888401408748767,-0.0018933116926963221,0.02779602033037523,0.044473632528600364
ck_enriched_top50,CK-enriched top 50%,CD11c,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.009142896928666388,0.012061593521573698,-0.00291869659290731,0.045695237767880544,0.09139047553576109
ck_enriched_top50,CK-enriched top 50%,CD4,low_IHC1_any_ISH_vs_zero_all,35,61,0.048956546980002257,0.06903943560965246,-0.020082888629650207,0.0032202509778934615,0.008619671177238483
ck_enriched_top50,CK-enriched top 50%,CD4,low_IHC2_ISH_negative_vs_zero_all,22,61,0.04925024907952702,0.06903943560965246,-0.019789186530125444,0.06402692965522332,0.08736364580908966
ck_enriched_top50,CK-enriched top 50%,CD4,low_all_vs_zero_ISH_negative,57,18,0.049069905685081995,0.0766094287714438,-0.02753952308636181,0.025962910699517693,0.03461721426602359
ck_enriched_top50,CK-enriched top 50%,CD4,low_all_vs_zero_ISH_not_evaluated,57,43,0.049069905685081995,0.06587060126285608,-0.01680069557777409,0.007050606359377313,0.0188016169583395
ck_enriched_top50,CK-enriched top 50%,CD4,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.048956546980002257,0.06587060126285608,-0.01691405428285383,0.008237104626341656,0.027682380152071497
ck_enriched_top50,CK-enriched top 50%,CD4,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.04925024907952702,0.0766094287714438,-0.027359179691916785,0.1313388802882457,0.17511850705099427
ck_enriched_top50,CK-enriched top 50%,CD3,low_IHC1_any_ISH_vs_zero_all,35,61,0.0559073574542082,0.0767598997152505,-0.020852542261042308,0.004309835588619242,0.008619671177238483
ck_enriched_top50,CK-enriched top 50%,CD3,low_IHC2_ISH_negative_vs_zero_all,22,61,0.05630714781639636,0.0767598997152505,-0.020452751898854142,0.06552273435681724,0.08736364580908966
ck_enriched_top50,CK-enriched top 50%,CD3,low_all_vs_zero_ISH_negative,57,18,0.05606166250628082,0.08544418366636689,-0.029382521160086064,0.022822819980284504,0.03461721426602359
ck_enriched_top50,CK-enriched top 50%,CD3,low_all_vs_zero_ISH_not_evaluated,57,43,0.05606166250628082,0.07312461806129482,-0.017062955555013998,0.009992639409796498,0.019985278819592996
ck_enriched_top50,CK-enriched top 50%,CD3,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.0559073574542082,0.07312461806129482,-0.017217260607086622,0.012018845569263113,0.027682380152071497
ck_enriched_top50,CK-enriched top 50%,CD3,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.05630714781639636,0.08544418366636689,-0.029137035849970523,0.1117441747835024,0.17511850705099427
ck_enriched_top50,CK-enriched top 50%,CK,low_IHC1_any_ISH_vs_zero_all,35,61,0.2806176901111579,0.3616816955428981,-0.0810640054317402,0.001063323023595326,0.008506584188762607
ck_enriched_top50,CK-enriched top 50%,CK,low_IHC2_ISH_negative_vs_zero_all,22,61,0.3090704271198097,0.3616816955428981,-0.052611268423088386,0.1443101180247637,0.16492584917115852
ck_enriched_top50,CK-enriched top 50%,CK,low_all_vs_zero_ISH_negative,57,18,0.2915994482548481,0.35719427249736924,-0.06559482424252111,0.035490928799283755,0.04056106148489572
ck_enriched_top50,CK-enriched top 50%,CK,low_all_vs_zero_ISH_not_evaluated,57,43,0.2915994482548481,0.3635601517014916,-0.07196070344664346,0.005128013491441426,0.0188016169583395
ck_enriched_top50,CK-enriched top 50%,CK,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.2806176901111579,0.3635601517014916,-0.0829424615903337,0.0025790546513868736,0.02063243721109499
ck_enriched_top50,CK-enriched top 50%,CK,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.3090704271198097,0.35719427249736924,-0.04812384537755954,0.28288484419187154,0.28288484419187154
ck_enriched_top50,CK-enriched top 50%,Ki67,low_IHC1_any_ISH_vs_zero_all,35,61,0.019405750834951465,0.01911757630607818,0.0002881745288732841,0.09856905551281799,0.09856905551281799
ck_enriched_top50,CK-enriched top 50%,Ki67,low_IHC2_ISH_negative_vs_zero_all,22,61,0.018279904716083296,0.01911757630607818,-0.0008376715899948844,0.27637582074752876,0.27637582074752876
ck_enriched_top50,CK-enriched top 50%,Ki67,low_all_vs_zero_ISH_negative,57,18,0.018971213736440947,0.01931237925598533,-0.0003411655195443841,0.052204651402232266,0.052204651402232266
ck_enriched_top50,CK-enriched top 50%,Ki67,low_all_vs_zero_ISH_not_evaluated,57,43,0.018971213736440947,0.019036030885186808,-6.481714874586111e-05,0.24778074447392495,0.24778074447392495
ck_enriched_top50,CK-enriched top 50%,Ki67,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.019405750834951465,0.019036030885186808,0.0003697199497646568,0.26478777920264085,0.26478777920264085
ck_enriched_top50,CK-enriched top 50%,Ki67,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.018279904716083296,0.01931237925598533,-0.0010324745399020348,0.1697799229891791,0.19403419770191896
ck_enriched_top25,CK-enriched top 25%,CD68,low_IHC1_any_ISH_vs_zero_all,35,61,0.024947838220552042,0.027522390258315856,-0.0025745520377638137,0.059051920621449934,0.07873589416193325
ck_enriched_top25,CK-enriched top 25%,CD68,low_IHC2_ISH_negative_vs_zero_all,22,61,0.020078904383213268,0.027522390258315856,-0.007443485875102587,0.009182862688417108,0.03785258489161086
ck_enriched_top25,CK-enriched top 25%,CD68,low_all_vs_zero_ISH_negative,57,18,0.023068600599123038,0.02755586596525759,-0.004487265366134554,0.021380420180791514,0.04023161787737179
ck_enriched_top25,CK-enriched top 25%,CD68,low_all_vs_zero_ISH_not_evaluated,57,43,0.023068600599123038,0.027508377171689084,-0.004439776572566046,0.028296392415832823,0.07545704644222086
ck_enriched_top25,CK-enriched top 25%,CD68,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.024947838220552042,0.027508377171689084,-0.0025605389511370417,0.13182236766620298,0.20109762264606676
ck_enriched_top25,CK-enriched top 25%,CD68,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.020078904383213268,0.02755586596525759,-0.007476961582044323,0.01736878087507875,0.046316749000209996
ck_enriched_top25,CK-enriched top 25%,PD-L1,low_IHC1_any_ISH_vs_zero_all,35,61,0.06185277139351557,0.06421113535426112,-0.0023583639607455548,0.09251470154729281,0.10573108748262036
ck_enriched_top25,CK-enriched top 25%,PD-L1,low_IHC2_ISH_negative_vs_zero_all,22,61,0.05168465888539633,0.06421113535426112,-0.012526476468864796,0.016917188862781492,0.04511250363408398
ck_enriched_top25,CK-enriched top 25%,PD-L1,low_all_vs_zero_ISH_negative,57,18,0.05792823674125902,0.06817342232930922,-0.010245185588050196,0.016938679723212512,0.04023161787737179
ck_enriched_top25,CK-enriched top 25%,PD-L1,low_all_vs_zero_ISH_not_evaluated,57,43,0.05792823674125902,0.06255250359726425,-0.004624266856005227,0.07026150306513139,0.09368200408684185
ck_enriched_top25,CK-enriched top 25%,PD-L1,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.06185277139351557,0.06255250359726425,-0.0006997322037486792,0.22032808819255245,0.2518035293629171
ck_enriched_top25,CK-enriched top 25%,PD-L1,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.05168465888539633,0.06817342232930922,-0.01648876344391289,0.011024386335205907,0.04409754534082363
ck_enriched_top25,CK-enriched top 25%,PD-1,low_IHC1_any_ISH_vs_zero_all,35,61,0.12975529744716427,0.14856662291616426,-0.018811325468999995,0.048662148889964826,0.07873589416193325
ck_enriched_top25,CK-enriched top 25%,PD-1,low_IHC2_ISH_negative_vs_zero_all,22,61,0.11260897696524745,0.14856662291616426,-0.035957645950916814,0.009463146222902716,0.03785258489161086
ck_enriched_top25,CK-enriched top 25%,PD-1,low_all_vs_zero_ISH_negative,57,18,0.12313741936642446,0.16454112394088605,-0.04140370457446159,0.007791949369451516,0.04023161787737179
ck_enriched_top25,CK-enriched top 25%,PD-1,low_all_vs_zero_ISH_not_evaluated,57,43,0.12313741936642446,0.14187962248721098,-0.01874220312078652,0.039315718344651654,0.07863143668930331
ck_enriched_top25,CK-enriched top 25%,PD-1,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.12975529744716427,0.14187962248721098,-0.012124325040046707,0.15082321698455006,0.20109762264606676
ck_enriched_top25,CK-enriched top 25%,PD-1,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.11260897696524745,0.16454112394088605,-0.051932146975638596,0.007409491194319506,0.04409754534082363
ck_enriched_top25,CK-enriched top 25%,CD11c,low_IHC1_any_ISH_vs_zero_all,35,61,0.00858486782322029,0.009813285998991644,-0.0012284181757713543,0.059051920621449934,0.07873589416193325
ck_enriched_top25,CK-enriched top 25%,CD11c,low_IHC2_ISH_negative_vs_zero_all,22,61,0.007795314777994756,0.009813285998991644,-0.0020179712209968887,0.1333045910558721,0.15542069824961452
ck_enriched_top25,CK-enriched top 25%,CD11c,low_all_vs_zero_ISH_negative,57,18,0.008280128051378854,0.01013291399035756,-0.0018527859389787064,0.06365270678811637,0.07274595061499013
ck_enriched_top25,CK-enriched top 25%,CD11c,low_all_vs_zero_ISH_not_evaluated,57,43,0.008280128051378854,0.009679488235164055,-0.0013993601837852011,0.08935255730987994,0.1021172083541485
ck_enriched_top25,CK-enriched top 25%,CD11c,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.00858486782322029,0.009679488235164055,-0.0010946204119437648,0.12182954729430881,0.20109762264606676
ck_enriched_top25,CK-enriched top 25%,CD11c,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.007795314777994756,0.01013291399035756,-0.0023375992123628045,0.1313388802882457,0.17511850705099427
ck_enriched_top25,CK-enriched top 25%,CD4,low_IHC1_any_ISH_vs_zero_all,35,61,0.04355432100146796,0.05507388263913744,-0.011519561637669484,0.01905087415454056,0.07620349661816224
ck_enriched_top25,CK-enriched top 25%,CD4,low_IHC2_ISH_negative_vs_zero_all,22,61,0.03993025769141615,0.05507388263913744,-0.015143624947721292,0.04368795989778021,0.08737591979556042
ck_enriched_top25,CK-enriched top 25%,CD4,low_all_vs_zero_ISH_negative,57,18,0.042155559723904105,0.0636782629893979,-0.02152270326549379,0.025144761173357368,0.04023161787737179
ck_enriched_top25,CK-enriched top 25%,CD4,low_all_vs_zero_ISH_not_evaluated,57,43,0.042155559723904105,0.05147204900414468,-0.009316489280240571,0.02452193747071316,0.07545704644222086
ck_enriched_top25,CK-enriched top 25%,CD4,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.04355432100146796,0.05147204900414468,-0.007917728002676719,0.04894310464210687,0.19577241856842748
ck_enriched_top25,CK-enriched top 25%,CD4,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.03993025769141615,0.0636782629893979,-0.023748005297981746,0.06256563026307072,0.10010500842091315
ck_enriched_top25,CK-enriched top 25%,CD3,low_IHC1_any_ISH_vs_zero_all,35,61,0.05156801865643892,0.0629085658980759,-0.011340547241636988,0.03564570326685016,0.07873589416193325
ck_enriched_top25,CK-enriched top 25%,CD3,low_IHC2_ISH_negative_vs_zero_all,22,61,0.04707633139160799,0.0629085658980759,-0.015832234506467917,0.06111986817752473,0.09779178908403957
ck_enriched_top25,CK-enriched top 25%,CD3,low_all_vs_zero_ISH_negative,57,18,0.049834384975276105,0.07335160392799646,-0.023517218952720353,0.021380420180791514,0.04023161787737179
ck_enriched_top25,CK-enriched top 25%,CD3,low_all_vs_zero_ISH_not_evaluated,57,43,0.049834384975276105,0.058537061606481255,-0.00870267663120515,0.058255573033782614,0.09320891685405218
ck_enriched_top25,CK-enriched top 25%,CD3,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.05156801865643892,0.058537061606481255,-0.006969042950042338,0.09537606824841288,0.20109762264606676
ck_enriched_top25,CK-enriched top 25%,CD3,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.04707633139160799,0.07335160392799646,-0.02627527253638847,0.04011426459971486,0.08022852919942972
ck_enriched_top25,CK-enriched top 25%,CK,low_IHC1_any_ISH_vs_zero_all,35,61,0.36028378533379235,0.43843649154095354,-0.0781527062071612,0.0032202509778934615,0.025762007823147692
ck_enriched_top25,CK-enriched top 25%,CK,low_IHC2_ISH_negative_vs_zero_all,22,61,0.3842524999849861,0.43843649154095354,-0.054183991555967426,0.1359931109684127,0.15542069824961452
ck_enriched_top25,CK-enriched top 25%,CK,low_all_vs_zero_ISH_negative,57,18,0.3695348681816215,0.4371611568123601,-0.0676262886307386,0.03659024091149038,0.048786987881987175
ck_enriched_top25,CK-enriched top 25%,CK,low_all_vs_zero_ISH_not_evaluated,57,43,0.3695348681816215,0.4389703525901322,-0.06943548440851066,0.011492782733206591,0.07545704644222086
ck_enriched_top25,CK-enriched top 25%,CK,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.36028378533379235,0.4389703525901322,-0.07868656725633982,0.007532601017609789,0.060260808140878315
ck_enriched_top25,CK-enriched top 25%,CK,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.3842524999849861,0.4371611568123601,-0.052908656827374,0.1965815728521133,0.1965815728521133
ck_enriched_top25,CK-enriched top 25%,Ki67,low_IHC1_any_ISH_vs_zero_all,35,61,0.022623520480218318,0.021945879052705307,0.0006776414275130108,0.2730149917593728,0.2730149917593728
ck_enriched_top25,CK-enriched top 25%,Ki67,low_IHC2_ISH_negative_vs_zero_all,22,61,0.021010572288315106,0.021945879052705307,-0.0009353067643902008,0.49916977431292275,0.49916977431292275
ck_enriched_top25,CK-enriched top 25%,Ki67,low_all_vs_zero_ISH_negative,57,18,0.022000979072817076,0.022906952314723165,-0.0009059732419060898,0.09769782078037204,0.09769782078037204
ck_enriched_top25,CK-enriched top 25%,Ki67,low_all_vs_zero_ISH_not_evaluated,57,43,0.022000979072817076,0.02154356931511644,0.00045740975770063724,0.596707253498334,0.596707253498334
ck_enriched_top25,CK-enriched top 25%,Ki67,low_IHC1_any_ISH_vs_zero_ISH_not_evaluated,35,43,0.022623520480218318,0.02154356931511644,0.0010799511651018792,0.5533582705571484,0.5533582705571484
ck_enriched_top25,CK-enriched top 25%,Ki67,low_IHC2_ISH_negative_vs_zero_ISH_negative,22,18,0.021010572288315106,0.022906952314723165,-0.0018963800264080594,0.18732342035032967,0.1965815728521133
